product_id,Carat ,Colour,Clarity,Shape,Cut ,Symmetry ,Polish ,Floresc,Cert_No ,Grading ,Price,Category,Image,Title,Description,Focus_Keyword,SEO_Title,Meta_Description,View
,0.91,R ,I2 ,Round ,Excellent,,,,190610500/126170 ,EGL ,16300,Loose Diamonds,Round -01.png,0.91ct R  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.91ct,0.91ct R  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.91ct R  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,2.03,R ,I2 ,Round ,Very Good,,,,190610506/126170 ,EGL ,50700,Loose Diamonds,Round -01.png,2.03ct R  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,2.03ct,2.03ct R  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,2.03ct R  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.74,R ,I3 ,Round ,Excellent,,,,180110813/118938 ,EGL ,6600,Loose Diamonds,Round -01.png,0.74ct R  I3  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.74ct,0.74ct R  I3  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.74ct R  I3  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.43,R ,VS2 ,Round ,Very Good,,,,190211322/124751 ,EGL ,9000,Loose Diamonds,Round -01.png,0.43ct R  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.43ct,0.43ct R  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.43ct R  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.2,S ,I2 ,Round ,,,,,200710694/130023 ,EGL ,1400,Loose Diamonds,Round -01.png,0.2ct S  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.2ct,0.2ct S  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.2ct S  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.52,S ,SI2 ,Oval ,,,,,200910273/130411 ,EGL ,6700,Loose Diamonds,Oval -01.png,0.52ct S  SI2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.52ct,0.52ct S  SI2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.52ct S  SI2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.51,S ,VS1 ,Round ,Excellent,,,,190211328/124751 ,EGL ,12700,Loose Diamonds,Round -01.png,0.51ct S  VS1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.51ct,0.51ct S  VS1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.51ct S  VS1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.54,SALT & PEPPER , ,Cushion ,,,,,200910280/130412 ,EGL ,3400,Loose Diamonds,Cushion -01.png,0.54ct SALT & PEPPER    Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.54ct,0.54ct SALT & PEPPER    Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.54ct SALT & PEPPER    Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.42,SALT & PEPPER , ,Oval ,,,,,200910277/130412 ,EGL ,1900,Loose Diamonds,Oval -01.png,0.42ct SALT & PEPPER    Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.42ct,0.42ct SALT & PEPPER    Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.42ct SALT & PEPPER    Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.08,SALT & PEPPER , ,Oval ,,,,,200910281/130412 ,EGL ,5800,Loose Diamonds,Oval -01.png,1.08ct SALT & PEPPER    Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.08ct,1.08ct SALT & PEPPER    Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.08ct SALT & PEPPER    Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.12,SALT & PEPPER , ,Oval ,,,,,200910283/130412 ,EGL ,9000,Loose Diamonds,Oval -01.png,1.12ct SALT & PEPPER    Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.12ct,1.12ct SALT & PEPPER    Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.12ct SALT & PEPPER    Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.27,SALT & PEPPER , ,Oval ,,,,,200910276/130412 ,EGL ,6800,Loose Diamonds,Oval -01.png,1.27ct SALT & PEPPER    Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.27ct,1.27ct SALT & PEPPER    Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.27ct SALT & PEPPER    Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.27,SALT & PEPPER , ,Oval ,,,,,200910284/130412 ,EGL ,6800,Loose Diamonds,Oval -01.png,1.27ct SALT & PEPPER    Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.27ct,1.27ct SALT & PEPPER    Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.27ct SALT & PEPPER    Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.55,SALT & PEPPER , ,Oval ,,,,,200910279/130412 ,EGL ,8300,Loose Diamonds,Oval -01.png,1.55ct SALT & PEPPER    Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.55ct,1.55ct SALT & PEPPER    Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.55ct SALT & PEPPER    Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.4,SALT & PEPPER , ,Round ,,,,,200910274/130412 ,EGL ,2500,Loose Diamonds,Round -01.png,0.4ct SALT & PEPPER    Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.4ct,0.4ct SALT & PEPPER    Round  Cut Diamond | The Diamond Shoppe | South Africa,0.4ct SALT & PEPPER    Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
