product_id,Carat ,Colour,Clarity,Shape,Cut ,Symmetry ,Polish ,Floresc,Cert_No ,Grading ,Price,Category,Image,Title,Description,Focus_Keyword,SEO_Title,Meta_Description,View
,0.35,G ,I1 ,Round ,,,,,200110590/128662 ,EGL ,5300,Loose Diamonds,Round -01.png,0.35ct G  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.35ct,0.35ct G  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.35ct G  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.22,G ,I2 ,Pear ,,,,,190911228/127432 ,EGL ,1300,Loose Diamonds,Pear -01.png,0.22ct G  I2  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.22ct,0.22ct G  I2  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.22ct G  I2  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.16,G ,I2 ,Round ,,,,,200910240/130409 ,EGL ,1000,Loose Diamonds,Round -01.png,0.16ct G  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.16ct,0.16ct G  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.16ct G  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.15,G ,I3 ,Round ,,,,,200910238/130409 ,EGL ,800,Loose Diamonds,Round -01.png,0.15ct G  I3  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.15ct,0.15ct G  I3  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.15ct G  I3  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.22,G ,SI1 ,FLANDERS ,,,,,191011653/127868 ,EGL ,2200,Loose Diamonds,FLANDERS -01.png,0.22ct G  SI1  FLANDERS  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.22ct,0.22ct G  SI1  FLANDERS  Cut Diamond | The Diamond Shoppe | South Africa,0.22ct G  SI1  FLANDERS  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.31,G ,SI1 ,Round ,,,,,200110584/128662 ,EGL ,8500,Loose Diamonds,Round -01.png,0.31ct G  SI1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.31ct,0.31ct G  SI1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.31ct G  SI1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,G ,SI1 ,Round ,,,,,190610683/126212 ,EGL ,8000,Loose Diamonds,Round -01.png,0.33ct G  SI1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct G  SI1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct G  SI1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.55,G ,SI2 ,Cushion ,,Very Good,Very Good,,201010428/130764 ,EGL ,15000,Loose Diamonds,Cushion -01.png,0.55ct G  SI2  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.55ct,0.55ct G  SI2  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.55ct G  SI2  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,G ,SI2 ,Oval ,,,,,200111438/128875 ,EGL ,6400,Loose Diamonds,Oval -01.png,0.32ct G  SI2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct G  SI2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct G  SI2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.34,G ,SI2 ,Pear ,,,,,190911180/127427 ,EGL ,6400,Loose Diamonds,Pear -01.png,0.34ct G  SI2  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.34ct,0.34ct G  SI2  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.34ct G  SI2  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.1,G ,SI2 ,Round ,,,,,200910250/130410 ,EGL ,900,Loose Diamonds,Round -01.png,0.1ct G  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.1ct,0.1ct G  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.1ct G  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.23,G ,SI2 ,Round ,,,,,200110583/128662 ,EGL ,2700,Loose Diamonds,Round -01.png,0.23ct G  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.23ct,0.23ct G  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.23ct G  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.41,G ,SI2 ,Round ,Very Good,,,,190610492/12170 ,EGL ,11200,Loose Diamonds,Round -01.png,0.41ct G  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.41ct,0.41ct G  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.41ct G  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.31,G ,SI3 ,Pear ,,,,,190510473/125767 ,EGL ,4900,Loose Diamonds,Pear -01.png,0.31ct G  SI3  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.31ct,0.31ct G  SI3  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.31ct G  SI3  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.28,G ,SI3 ,Round ,,,,,190311296/125206 ,EGL ,2900,Loose Diamonds,Round -01.png,0.28ct G  SI3  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.28ct,0.28ct G  SI3  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.28ct G  SI3  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.13,G ,VS1 ,Round ,,,,,200910235/130409 ,EGL ,1600,Loose Diamonds,Round -01.png,0.13ct G  VS1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.13ct,0.13ct G  VS1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.13ct G  VS1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.12,G ,VS2 ,Round ,,,,,200910249/130410 ,EGL ,1400,Loose Diamonds,Round -01.png,0.12ct G  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.12ct,0.12ct G  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.12ct G  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.16,G ,VVS2 ,Pear ,,,,,190311300/125206 ,EGL ,3000,Loose Diamonds,Pear -01.png,0.16ct G  VVS2  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.16ct,0.16ct G  VVS2  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.16ct G  VVS2  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,G ,VVS2 ,Round ,,,,,190911201/127429 ,EGL ,11000,Loose Diamonds,Round -01.png,0.33ct G  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct G  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct G  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,3.08,G ,VVS2 ,Round ,Excellent,Excellent,Excellent,Faint,1388072362,GIA ,1229800,Loose Diamonds,Round -01.png,3.08ct G  VVS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,3.08ct,3.08ct G  VVS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,3.08ct G  VVS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.52,H ,I1 ,Pear ,,,,,210110567/131563 ,EGL ,10300,Loose Diamonds,Pear -01.png,0.52ct H  I1  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.52ct,0.52ct H  I1  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.52ct H  I1  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.56,H ,I1 ,Round ,Excellent,,,,190211326/124751 ,EGL ,17600,Loose Diamonds,Round -01.png,0.56ct H  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.56ct,0.56ct H  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.56ct H  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.02,H ,I1 ,Round ,Very Good,,,,181012366/123276 ,EGL ,68600,Loose Diamonds,Round -01.png,1.02ct H  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.02ct,1.02ct H  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,1.02ct H  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.03,H ,I1 ,Round ,Excellent,Very Good,Very Good,None,19091182/127427 ,EGL ,74400,Loose Diamonds,Round -01.png,1.03ct H  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.03ct,1.03ct H  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,1.03ct H  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.41,H ,SI1 ,Cushion ,,,,,200310277/129336 ,EGL ,8800,Loose Diamonds,Cushion -01.png,0.41ct H  SI1  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.41ct,0.41ct H  SI1  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.41ct H  SI1  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.1,H ,SI1 ,Round ,,,,,200910244/130409 ,EGL ,1100,Loose Diamonds,Round -01.png,0.1ct H  SI1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.1ct,0.1ct H  SI1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.1ct H  SI1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.5,H ,SI2 ,Barion ,,,,,190510471/125767 ,EGL ,13600,Loose Diamonds,Barion -01.png,0.5ct H  SI2  Barion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.5ct,0.5ct H  SI2  Barion  Cut Diamond | The Diamond Shoppe | South Africa,0.5ct H  SI2  Barion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.24,H ,SI2 ,BARION ,,,,,190911195/127429 ,EGL ,2800,Loose Diamonds,BARION -01.png,0.24ct H  SI2  BARION  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.24ct,0.24ct H  SI2  BARION  Cut Diamond | The Diamond Shoppe | South Africa,0.24ct H  SI2  BARION  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,H ,SI2 ,Cushion ,,,,,200710703/130023 ,EGL ,5100,Loose Diamonds,Cushion -01.png,0.32ct H  SI2  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct H  SI2  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct H  SI2  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.14,H ,SI2 ,Pear ,,,,,200910255/130410 ,EGL ,1400,Loose Diamonds,Pear -01.png,0.14ct H  SI2  Pear  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.14ct,0.14ct H  SI2  Pear  Cut Diamond | The Diamond Shoppe | South Africa,0.14ct H  SI2  Pear  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.1,H ,SI2 ,Round ,,,,,200910246/130410 ,EGL ,900,Loose Diamonds,Round -01.png,0.1ct H  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.1ct,0.1ct H  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.1ct H  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.18,H ,SI2 ,Round ,,,,,200910241/130409 ,EGL ,2000,Loose Diamonds,Round -01.png,0.18ct H  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.18ct,0.18ct H  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.18ct H  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.25,H ,SI2 ,Round ,,,,,200110571/128660 ,EGL ,3400,Loose Diamonds,Round -01.png,0.25ct H  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.25ct,0.25ct H  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.25ct H  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.31,H ,SI2 ,Round ,,,,,200310271/129336 ,EGL ,7100,Loose Diamonds,Round -01.png,0.31ct H  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.31ct,0.31ct H  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.31ct H  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.32,H ,SI2 ,Round ,,,,,190610687/126212 ,EGL ,6500,Loose Diamonds,Round -01.png,0.32ct H  SI2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.32ct,0.32ct H  SI2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.32ct H  SI2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.59,H ,SI3 ,Oval ,,,,,210110564/131563 ,EGL ,12700,Loose Diamonds,Oval -01.png,0.59ct H  SI3  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.59ct,0.59ct H  SI3  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.59ct H  SI3  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.9,H ,VS1 ,Radiant ,,Very Good,Very Good,None,6322451006,GIA ,61900,Loose Diamonds,Radiant -01.png,0.9ct H  VS1  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.9ct,0.9ct H  VS1  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,0.9ct H  VS1  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.5,H ,VS2 ,Radiant ,,,,,201210271/131283 ,EGL ,15000,Loose Diamonds,Radiant -01.png,0.5ct H  VS2  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.5ct,0.5ct H  VS2  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,0.5ct H  VS2  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.1,H ,VS2 ,Round ,,,,,200910243/130409 ,EGL ,1200,Loose Diamonds,Round -01.png,0.1ct H  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.1ct,0.1ct H  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.1ct H  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.31,H ,VS2 ,Round ,,,,,191110944/128139 ,EGL ,9000,Loose Diamonds,Round -01.png,0.31ct H  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.31ct,0.31ct H  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.31ct H  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.5,H ,VS2 ,Round ,Very Good,,,,191110955/128139 ,EGL ,24200,Loose Diamonds,Round -01.png,0.5ct H  VS2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.5ct,0.5ct H  VS2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.5ct H  VS2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.36,H ,VVS1 ,Princess ,,Very Good,Excellent,None,1135468706,GIA ,9000,Loose Diamonds,Princess -01.png,0.36ct H  VVS1  Princess  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.36ct,0.36ct H  VVS1  Princess  Cut Diamond | The Diamond Shoppe | South Africa,0.36ct H  VVS1  Princess  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.15,I ,I1 ,Round ,,,,,200910254/130410 ,EGL ,1100,Loose Diamonds,Round -01.png,0.15ct I  I1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.15ct,0.15ct I  I1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.15ct I  I1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
